IND,YEAR,EMP,WAGE,CAP,INDOUTPT,N,W,K,YS,REC,YEARM1,ID,NL1,NL2,WL1,KL1,KL2,YSL1,YSL2,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984 
4,1982,10.0400000,32.0463982,2.2534001,89.5250015,2.3065772,3.4671848,.8124402,4.4945178,258,1981,37,2.4593325,2.5979376,3.4067552,.7564975,.5752079,4.5777988,4.6697869,0,0,0,0,0,0,1,0,0 
4,1983,9.0869999,36.2481003,2.1303999,89.5999985,2.2068448,3.5903869,.7563097,4.4953551,259,1982,37,2.3065772,2.4593325,3.4671848,.8124402,.7564975,4.4945178,4.5777988,0,0,0,0,0,0,0,1,0 
6,1976,7.4580002,26.4115009,2.0862000,106.1746979,2.0092874,3.2737997,.7353442,4.6650858,260,1983,38, , , , , , , ,1,0,0,0,0,0,0,0,0 
6,1977,7.8800001,22.8421001,2.0624001,108.9674988,2.0643280,3.1286054,.7238704,4.6910496,261,1976,38,2.0092874, ,3.2737997,.7353442, ,4.6650858, ,0,1,0,0,0,0,0,0,0 
6,1978,8.2550001,22.4106007,2.2518001,107.8623962,2.1108191,3.1095340,.8117299,4.6808562,262,1977,38,2.0643280,2.0092874,3.1286054,.7238704,.7353442,4.6910496,4.6650858,0,0,1,0,0,0,0,0,0 
6,1979,8.1619997,25.4636993,2.3903999,104.5668030,2.0994892,3.2372539,.8714607,4.6498260,263,1978,38,2.1108191,2.0643280,3.1095340,.8117299,.7238704,4.6808562,4.6910496,0,0,0,1,0,0,0,0,0 
6,1980,7.4520001,27.4088993,2.0258999,100,2.0084825,3.3108678,.7060140,4.6051702,264,1979,38,2.0994892,2.1108191,3.2372539,.8714607,.8117299,4.6498260,4.6808562,0,0,0,0,1,0,0,0,0 
6,1981,5.9330001,27.7595997,1.3900000,92.7429962,1.7805300,3.3235817,.3293037,4.5298324,265,1980,38,2.0084825,2.0994892,3.3108678,.7060140,.8714607,4.6051702,4.6498260,0,0,0,0,0,1,0,0,0 
6,1982,5.0380001,27.7856998,1.3926001,90.0385971,1.6170092,3.3245215,.3311726,4.5002384,266,1981,38,1.7805300,2.0084825,3.3235817,.3293037,.7060140,4.5298324,4.6051702,0,0,0,0,0,0,1,0,0 
4,1977,1.4840000,31.7101994,.2337000,116.2249985,.3947411,3.4566383,-1.4537170,4.7555280,267,1982,39, , , , , , , ,0,1,0,0,0,0,0,0,0 
4,1978,1.5510000,26.5751991,.2939000,114.9749985,.4388999,3.2799785,-1.2245157,4.7447147,268,1977,39,.3947411, ,3.4566383,-1.4537170, ,4.7555280, ,0,0,1,0,0,0,0,0,0 
4,1979,1.5560000,25.7082005,.3448000,111.8249969,.4421184,3.2468100,-1.0647907,4.7169352,269,1978,39,.4388999,.3947411,3.2799785,-1.2245157,-1.4537170,4.7447147,4.7555280,0,0,0,1,0,0,0,0,0 
4,1980,1.6250000,27.4095001,.3461000,106.6750031,.4855078,3.3108897,-1.0610275,4.6697869,270,1979,39,.4421184,.4388999,3.2468100,-1.0647907,-1.2245157,4.7169352,4.7447147,0,0,0,0,1,0,0,0,0 
4,1981,1.4069999,27.8052006,.2998000,97.3000031,.3414598,3.3252230,-1.2046397,4.5777988,271,1980,39,.4855078,.4421184,3.3108897,-1.0610275,-1.0647907,4.6697869,4.7169352,0,0,0,0,0,1,0,0,0 
4,1982,.8140000,27.4953003,.2066000,89.5250015,-.2057949,3.3140152,-1.5769707,4.4945178,272,1981,39,.3414598,.4855078,3.3252230,-1.2046397,-1.0610275,4.5777988,4.6697869,0,0,0,0,0,0,1,0,0 
4,1983,.6990000,29.1182995,.1742000,89.5999985,-.3581045,3.3713667,-1.7475512,4.4953551,273,1982,39,-.2057949,.3414598,3.3140152,-1.5769707,-1.2046397,4.4945178,4.5777988,0,0,0,0,0,0,0,1,0 
6,1976,13.1630001,26.1228008,1.6686000,106.5556030,2.5774100,3.2628086,.5119849,4.6686668,274,1983,40, , , , , , , ,1,0,0,0,0,0,0,0,0 
6,1977,12.8940001,23.8500996,1.6615000,108.2693024,2.5567620,3.1717885,.5077208,4.6846218,275,1976,40,2.5774100, ,3.2628086,.5119849, ,4.6686668, ,0,1,0,0,0,0,0,0,0 
6,1978,12.1689997,23.3761997,1.6321000,108.1387024,2.4988916,3.1517184,.4898675,4.6834145,276,1977,40,2.5567620,2.5774100,3.1717885,.5077208,.5119849,4.6846218,4.6686668,0,0,1,0,0,0,0,0,0 
6,1979,12.3800001,24.3960991,1.6012000,105.3907013,2.5160823,3.1944232,.4707533,4.6576743,277,1978,40,2.4988916,2.5567620,3.1517184,.4898675,.5077208,4.6834145,4.6846218,0,0,0,1,0,0,0,0,0 
6,1980,12.6619997,27.2357998,1.9253000,101.1417007,2.5386055,3.3045323,.6550818,4.6165223,278,1979,40,2.5160823,2.4988916,3.1944232,.4707533,.4898675,4.6576743,4.6834145,0,0,0,0,1,0,0,0,0 
6,1981,12.7360001,28.7735996,1.8217000,94.5572968,2.5444326,3.3594582,.5997701,4.5492058,279,1980,40,2.5386055,2.5160823,3.3045323,.6550818,.4707533,4.6165223,4.6576743,0,0,0,0,0,1,0,0,0 
6,1982,12.1949997,28.9251003,1.6871001,90.7146988,2.5010259,3.3647099,.5230111,4.5077195,280,1981,40,2.5444326,2.5386055,3.3594582,.5997701,.6550818,4.5492058,4.6165223,0,0,0,0,0,0,1,0,0 
4,1977,12.4289999,28.0720997,1.3900000,116.2249985,2.5200324,3.3347762,.3293037,4.7555280,281,1982,41, , , , , , , ,0,1,0,0,0,0,0,0,0 
4,1978,14.2340002,25.7457008,1.5624000,114.9749985,2.6556334,3.2482677,.4462231,4.7447147,282,1977,41,2.5200324, ,3.3347762,.3293037, ,4.7555280, ,0,0,1,0,0,0,0,0,0 
4,1979,14.7370005,25.4566002,1.9237000,111.8249969,2.6903613,3.2369750,.6542504,4.7169352,283,1978,41,2.6556334,2.5200324,3.2482677,.4462231,.3293037,4.7447147,4.7555280,0,0,0,1,0,0,0,0,0 
4,1980,14.8290005,26.2250004,2.2251000,106.6750031,2.6965847,3.2667131,.7998019,4.6697869,284,1979,41,2.6903613,2.6556334,3.2369750,.6542504,.4462231,4.7169352,4.7447147,0,0,0,0,1,0,0,0,0 
4,1981,14.9110003,26.9354992,2.2781999,97.3000031,2.7020993,3.2934451,.8233856,4.5777988,285,1980,41,2.6965847,2.6903613,3.2667131,.7998019,.6542504,4.6697869,4.7169352,0,0,0,0,0,1,0,0,0 
4,1982,13.8240004,27.9655991,2.2105999,89.5250015,2.6264062,3.3309751,.7932639,4.4945178,286,1981,41,2.7020993,2.6965847,3.2934451,.8233856,.7998019,4.5777988,4.6697869,0,0,0,0,0,0,1,0,0 
4,1983,13.1260004,29.7914009,2.1630001,89.5999985,2.5745950,3.3942199,.7714962,4.4953551,287,1982,41,2.6264062,2.7020993,3.3309751,.7932639,.8233856,4.4945178,4.5777988,0,0,0,0,0,0,0,1,0 
6,1976,1.2280000,24.0060005,.2832000,106.1746979,.2053869,3.1783037,-1.2616019,4.6650858,288,1983,42, , , , , , , ,1,0,0,0,0,0,0,0,0 
6,1977,1.8049999,23.3602009,.2926000,108.9674988,.5905606,3.1510336,-1.2289487,4.6910496,289,1976,42,.2053869, ,3.1783037,-1.2616019, ,4.6650858, ,0,1,0,0,0,0,0,0,0 
6,1978,1.7230000,21.2241993,.3002000,107.8623962,.5440670,3.0551419,-1.2033064,4.6808562,290,1977,42,.5905606,.2053869,3.1510336,-1.2289487,-1.2616019,4.6910496,4.6650858,0,0,1,0,0,0,0,0,0 
6,1979,1.7790000,22.4841995,.3269000,104.5668030,.5760514,3.1128128,-1.1181010,4.6498260,291,1978,42,.5440670,.5905606,3.0551419,-1.2033064,-1.2289487,4.6808562,4.6910496,0,0,0,1,0,0,0,0,0 
6,1980,1.3140000,24.0149994,.2698000,100,.2730759,3.1786785,-1.3100743,4.6051702,292,1979,42,.5760514,.5440670,3.1128128,-1.1181010,-1.2033064,4.6498260,4.6808562,0,0,0,0,1,0,0,0,0 
6,1981,.6990000,22.7355995,.1839000,92.7429962,-.3581045,3.1239319,-1.6933632,4.5298324,293,1980,42,.2730759,.5760514,3.1786785,-1.3100743,-1.1181010,4.6051702,4.6498260,0,0,0,0,0,1,0,0,0 
6,1982,.6060000,24.7679005,.1295000,90.0385971,-.5008753,3.2095485,-2.0440743,4.5002384,294,1981,42,-.3581045,.2730759,3.1239319,-1.6933632,-1.3100743,4.5298324,4.6051702,0,0,0,0,0,0,1,0,0 
1,1977,12.0719995,18.7269993,2.3629000,127.1640015,2.4908886,2.9299662,.8598897,4.8454776,295,1982,43, , , , , , , ,0,1,0,0,0,0,0,0,0 
1,1978,17.8589993,15.7566996,2.4417000,127.3865967,2.8825076,2.7572656,.8926945,4.8472266,296,1977,43,2.4908886, ,2.9299662,.8598897, ,4.8454776, ,0,0,1,0,0,0,0,0,0 
1,1979,17.6989994,16.1252003,2.3225000,124.6424026,2.8735082,2.7803833,.8426442,4.8254490,297,1978,43,2.8825076,2.4908886,2.7572656,.8926945,.8598897,4.8472266,4.8454776,0,0,0,1,0,0,0,0,0 
1,1980,17.9190006,16.6000996,2.2544999,118.9132004,2.8858616,2.8094087,.8129282,4.7783937,298,1979,43,2.8735082,2.8825076,2.7803833,.8426442,.8926945,4.8254490,4.8472266,0,0,0,0,1,0,0,0,0 
1,1981,10.9829998,24.5007992,2.3283999,99.3575974,2.3963487,3.1987057,.8451813,4.5987253,299,1980,43,2.8858616,2.8735082,2.8094087,.8129282,.8426442,4.7783937,4.8254490,0,0,0,0,0,1,0,0,0 
1,1982,9.8820000,28.2183990,2.0258000,97.2427979,2.2907150,3.3399742,.7059647,4.5772109,300,1981,43,2.3963487,2.8858616,3.1987057,.8451813,.8129282,4.5987253,4.7783937,0,0,0,0,0,0,1,0,0 
1,1983,8.9410000,29.1313000,1.8637000,97.1943970,2.1906474,3.3718133,.6225638,4.5767131,301,1982,43,2.2907150,2.3963487,3.3399742,.7059647,.8451813,4.5772109,4.5987253,0,0,0,0,0,0,0,1,0 
4,1977,.7810000,23.7287006,.2424000,116.2249985,-.2471801,3.1666853,-1.4171660,4.7555280,302,1983,44, , , , , , , ,0,1,0,0,0,0,0,0,0 
4,1978,.8400000,21.9246998,.2341000,114.9749985,-.1743534,3.0876138,-1.4520069,4.7447147,303,1977,44,-.2471801, ,3.1666853,-1.4171660, ,4.7555280, ,0,0,1,0,0,0,0,0,0 
4,1979,.8810000,21.6863003,.2580000,111.8249969,-.1266977,3.0766807,-1.3547957,4.7169352,304,1978,44,-.1743534,-.2471801,3.0876138,-1.4520069,-1.4171660,4.7447147,4.7555280,0,0,0,1,0,0,0,0,0 
4,1980,.8650000,20.9797001,.2378000,106.6750031,-.1450258,3.0435553,-1.4363253,4.6697869,305,1979,44,-.1266977,-.1743534,3.0766807,-1.3547957,-1.4520069,4.7169352,4.7447147,0,0,0,0,1,0,0,0,0 
4,1981,.7110000,20.5713997,.2024000,97.3000031,-.3410828,3.0239017,-1.5975094,4.5777988,306,1980,44,-.1450258,-.1266977,3.0435553,-1.4363253,-1.3547957,4.6697869,4.7169352,0,0,0,0,0,1,0,0,0 
4,1982,.5890000,22.0109997,.1717000,89.5250015,-.5293291,3.0915422,-1.7620065,4.4945178,307,1981,44,-.3410828,-.1450258,3.0239017,-1.5975094,-1.4363253,4.5777988,4.6697869,0,0,0,0,0,0,1,0,0 
4,1983,.7560000,23.7078991,.1697000,89.5999985,-.2797139,3.1658082,-1.7737231,4.4953551,308,1982,44,-.5293291,-.3410828,3.0915422,-1.7620065,-1.5975094,4.4945178,4.5777988,0,0,0,0,0,0,0,1,0 
1,1977,32.2900009,24.8593998,11.4903002,127.1640015,3.4747577,3.2132359,2.4415033,4.8454776,309,1983,45, , , , , , , ,0,1,0,0,0,0,0,0,0 
1,1978,33.9160004,25.7803993,11.5710001,127.3865967,3.5238869,3.2496145,2.4485021,4.8472266,310,1977,45,3.4747577, ,3.2132359,2.4415033, ,4.8454776, ,0,0,1,0,0,0,0,0,0 
1,1979,34.3889999,26.4298000,12.8853998,124.6424026,3.5377367,3.2744923,2.5560949,4.8254490,311,1978,45,3.5238869,3.4747577,3.2496145,2.4485021,2.4415033,4.8472266,4.8454776,0,0,0,1,0,0,0,0,0 
1,1980,33.3479996,29.2707005,13.1730003,118.9132004,3.5069978,3.3765869,2.5781693,4.7783937,312,1979,45,3.5377367,3.5238869,3.2744923,2.5560949,2.4485021,4.8254490,4.8472266,0,0,0,0,1,0,0,0,0 
1,1981,31.0340004,28.0545998,11.6648998,99.3575974,3.4350834,3.3341527,2.4565842,4.5987253,313,1980,45,3.5069978,3.5377367,3.3765869,2.5781693,2.5560949,4.7783937,4.8254490,0,0,0,0,0,1,0,0,0 
1,1982,26.2259998,32.1654015,10.8769999,97.2427979,3.2667513,3.4708915,2.3866506,4.5772109,314,1981,45,3.4350834,3.5069978,3.3341527,2.4565842,2.5781693,4.5987253,4.7783937,0,0,0,0,0,0,1,0,0 
1,1983,24.3789997,32.5037003,10.1732998,97.1943970,3.1937220,3.4813540,2.3197665,4.5767131,315,1982,45,3.2667513,3.4350834,3.4708915,2.3866506,2.4565842,4.5772109,4.5987253,0,0,0,0,0,0,0,1,0 
1,1976,2.9710000,19.5527000,1.0240999,126.7636032,1.0888985,2.9731133,.0238141,4.8423238,316,1983,46, , , , , , , ,1,0,0,0,0,0,0,0,0 
1,1977,3.0650001,19.2621002,.9267000,128.3652954,1.1200476,2.9581394,-.0761254,4.8548799,317,1976,46,1.0888985, ,2.9731133,.0238141, ,4.8423238, ,0,1,0,0,0,0,0,0,0 
1,1978,3.0300000,18.7115002,.9068000,124.4506989,1.1085626,2.9291384,-.0978334,4.8239098,318,1977,46,1.1200476,1.0888985,2.9581394,-.0761254,.0238141,4.8548799,4.8423238,0,0,1,0,0,0,0,0,0 
1,1979,2.9600000,21.9029007,.9192000,125.2175980,1.0851892,3.0866191,-.0842515,4.8300529,319,1978,46,1.1085626,1.1200476,2.9291384,-.0978334,-.0761254,4.8239098,4.8548799,0,0,0,1,0,0,0,0,0 
1,1980,2.5569999,19.7124004,.8632000,100,.9388347,2.9812479,-.1471089,4.6051702,320,1979,46,1.0851892,1.1085626,3.0866191,-.0842515,-.0978334,4.8300529,4.8239098,0,0,0,0,1,0,0,0,0 
1,1981,2.2660000,23.8852997,.8505000,97.4304962,.8180162,3.1732633,-.1619309,4.5791392,321,1980,46,.9388347,1.0851892,2.9812479,-.1471089,-.0842515,4.6051702,4.8300529,0,0,0,0,0,1,0,0,0 
1,1982,2.1680000,26.3391991,.7995000,96.6797028,.7738051,3.2710583,-.2237688,4.5714035,322,1981,46,.8180162,.9388347,3.1732633,-.1619309,-.1471089,4.5791392,4.6051702,0,0,0,0,0,0,1,0,0 
4,1976,2.4260001,27.3670998,.5259000,116.4000015,.8862439,3.3093417,-.6426442,4.7570324,323,1982,47, , , , , , , ,1,0,0,0,0,0,0,0,0 
4,1977,2.1420000,25.9188995,.4055000,115.6999969,.7617400,3.2549725,-.9026344,4.7510004,324,1976,47,.8862439, ,3.3093417,-.6426442, ,4.7570324, ,0,1,0,0,0,0,0,0,0 
4,1978,1.9730000,24.8391991,.3605000,112.8000031,.6795552,3.2124231,-1.0202633,4.7256165,325,1977,47,.7617400,.8862439,3.2549725,-.9026344,-.6426442,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0 
4,1979,1.7940000,24.4500008,.3397000,108.9000015,.5844478,3.1966302,-1.0796924,4.6904302,326,1978,47,.6795552,.7617400,3.2124231,-1.0202633,-.9026344,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0 
4,1980,1.5530000,22.2278996,.3148000,100,.4401885,3.1013482,-1.1558177,4.6051702,327,1979,47,.5844478,.6795552,3.1966302,-1.0796924,-1.0202633,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0 
4,1981,1.2250000,22.2387009,.2575000,89.1999969,.2029409,3.1018341,-1.3567356,4.4908810,328,1980,47,.4401885,.5844478,3.1013482,-1.1558177,-1.0796924,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0 
4,1982,1.0770000,23.0421009,.2311000,90.5000000,.0741794,3.1373229,-1.4649048,4.5053496,329,1981,47,.2029409,.4401885,3.1018341,-1.3567356,-1.1558177,4.4908810,4.6051702,0,0,0,0,0,0,1,0,0 
1,1976,1.6470000,25.6131992,.3739000,126.7636032,.4989554,3.2431078,-.9837669,4.8423238,330,1982,48, , , , , , , ,1,0,0,0,0,0,0,0,0 
1,1977,2.3369999,23.1620998,.5212000,128.3652954,.8488680,3.1425173,-.6516215,4.8548799,331,1976,48,.4989554, ,3.2431078,-.9837669, ,4.8423238, ,0,1,0,0,0,0,0,0,0 
1,1978,2.3929999,23.7968998,.5606000,124.4506989,.8725477,3.1695554,-.5787477,4.8239098,332,1977,48,.8488680,.4989554,3.1425173,-.6516215,-.9837669,4.8548799,4.8423238,0,0,1,0,0,0,0,0,0 
1,1979,2.3540001,27.4151993,.5667000,125.2175980,.8561161,3.3110976,-.5679253,4.8300529,333,1978,48,.8725477,.8488680,3.1695554,-.5787477,-.6516215,4.8239098,4.8548799,0,0,0,1,0,0,0,0,0 
1,1980,2.2869999,22.8845005,.6181000,100,.8272409,3.1304598,-.4811050,4.6051702,334,1979,48,.8561161,.8725477,3.3110976,-.5679253,-.5787477,4.8300529,4.8239098,0,0,0,0,1,0,0,0,0 
1,1981,2.0450001,26.3206997,.5239000,97.4304962,.7153978,3.2703557,-.6464545,4.5791392,335,1980,48,.8272409,.8561161,3.1304598,-.4811050,-.5679253,4.6051702,4.8300529,0,0,0,0,0,1,0,0,0 
1,1982,1.9320000,27.6618004,.4369000,96.6797028,.6585557,3.3200524,-.8280510,4.5714035,336,1981,48,.7153978,.8272409,3.2703557,-.6464545,-.4811050,4.5791392,4.6051702,0,0,0,0,0,0,1,0,0 
4,1976,3.7579999,27.2661991,1.0149000,117.5999985,1.3238869,3.3056479,.0147901,4.7672892,337,1982,49, , , , , , , ,1,0,0,0,0,0,0,0,0 
4,1977,3.6919999,24.3013992,.9505000,115.8750000,1.3061683,3.1905339,-.0507671,4.7525120,338,1976,49,1.3238869, ,3.3056479,.0147901, ,4.7672892, ,0,1,0,0,0,0,0,0,0 
4,1978,3.7210000,22.9647999,.9071000,113.5250015,1.3139924,3.1339626,-.0975026,4.7320232,339,1977,49,1.3061683,1.3238869,3.1905339,-.0507671,.0147901,4.7525120,4.7672892,0,0,1,0,0,0,0,0,0 
4,1979,3.6989999,22.3913002,.9706000,109.8750000,1.3080624,3.1086724,-.0298408,4.6993432,340,1978,49,1.3139924,1.3061683,3.1339626,-.0975026,-.0507671,4.7320232,4.7525120,0,0,0,1,0,0,0,0,0 
4,1980,3.4470000,22.2397995,.8806000,102.2249985,1.2375042,3.1018834,-.1271518,4.6271763,341,1979,49,1.3080624,1.3139924,3.1086724,-.0298408,-.0975026,4.6993432,4.7320232,0,0,0,0,1,0,0,0,0 
4,1981,2.8360000,20.6868992,.7765000,91.9000015,1.0423946,3.0295007,-.2529587,4.5207009,342,1980,49,1.2375042,1.3080624,3.1018834,-.1271518,-.0298408,4.6271763,4.6993432,0,0,0,0,0,1,0,0,0 
4,1982,2.6129999,21.7929001,.6508000,90.1750031,.9604989,3.0815842,-.4295529,4.5017524,343,1981,49,1.0423946,1.2375042,3.0295007,-.2529587,-.1271518,4.5207009,4.6271763,0,0,0,0,0,0,1,0,0 
6,1976,72.8619995,25.4008999,26.8554001,106.1746979,4.2885671,3.2347846,3.2904670,4.6650858,344,1982,50, , , , , , , ,1,0,0,0,0,0,0,0,0 
6,1977,73.2910004,22.7905006,25.6364994,108.9674988,4.2944379,3.1263437,3.2440171,4.6910496,345,1976,50,4.2885671, ,3.2347846,3.2904670, ,4.6650858, ,0,1,0,0,0,0,0,0,0 
6,1978,70.7730026,22.2786999,26.1746998,107.8623962,4.2594776,3.1036310,3.2647934,4.6808562,346,1977,50,4.2944379,4.2885671,3.1263437,3.2440171,3.2904670,4.6910496,4.6650858,0,0,1,0,0,0,0,0,0 
6,1979,72.5419998,22.9295006,25.7472000,104.5668030,4.2841659,3.1324244,3.2483258,4.6498260,347,1978,50,4.2594776,4.2944379,3.1036310,3.2647934,3.2440171,4.6808562,4.6910496,0,0,0,1,0,0,0,0,0 
6,1980,64.8030014,24.6947002,22.4363003,100,4.1713519,3.2065887,3.1106801,4.6051702,348,1979,50,4.2841659,4.2594776,3.1324244,3.2483258,3.2647934,4.6498260,4.6808562,0,0,0,0,1,0,0,0,0 
6,1981,48.3120003,24.7632008,18.0144997,92.7429962,3.8776801,3.2093587,2.8911769,4.5298324,349,1980,50,4.1713519,4.2841659,3.2065887,3.1106801,3.2483258,4.6051702,4.6498260,0,0,0,0,0,1,0,0,0 
6,1982,40.6090012,24.7381001,15.8348999,90.0385971,3.7039897,3.2083445,2.7622163,4.5002384,350,1981,50,3.8776801,4.1713519,3.2093587,2.8911769,3.1106801,4.5298324,4.6051702,0,0,0,0,0,0,1,0,0 
1,1976,.7670000,23.3292999,.2506000,125.8063965,-.2652684,3.1497102,-1.3838972,4.8347440,351,1982,51, , , , , , , ,1,0,0,0,0,0,0,0,0 
1,1977,.7560000,22.0298996,.2244000,127.9648972,-.2797139,3.0924006,-1.4943252,4.8517561,352,1976,51,-.2652684, ,3.1497102,-1.3838972, ,4.8347440, ,0,1,0,0,0,0,0,0,0 
1,1978,.7250000,21.6993008,.2088000,125.4293976,-.3215836,3.0772800,-1.5663784,4.8317432,353,1977,51,-.2797139,-.2652684,3.0924006,-1.4943252,-1.3838972,4.8517561,4.8347440,0,0,1,0,0,0,0,0,0 
1,1979,.6700000,23.4722004,.1865000,125.0259018,-.4004775,3.1558168,-1.6793240,4.8285208,354,1978,51,-.3215836,-.2797139,3.0772800,-1.5663784,-1.4943252,4.8317432,4.8517561,0,0,0,1,0,0,0,0,0 
1,1980,.6450000,22.8038998,.1684000,106.3043976,-.4385050,3.1269317,-1.7814132,4.6663065,355,1979,51,-.4004775,-.3215836,3.1558168,-1.6793240,-1.5663784,4.8285208,4.8317432,0,0,0,0,1,0,0,0,0 
1,1981,.5600000,25.1938000,.1384000,98.0728989,-.5798185,3.2265980,-1.9776073,4.5857110,356,1980,51,-.4385050,-.4004775,3.1269317,-1.7814132,-1.6793240,4.6663065,4.8285208,0,0,0,0,0,1,0,0,0 
1,1982,.5520000,27.7289009,.1310000,96.8674011,-.5942073,3.3224752,-2.0325580,4.5733433,357,1981,51,-.5798185,-.4385050,3.2265980,-1.9776073,-1.7814132,4.5857110,4.6663065,0,0,0,0,0,0,1,0,0 
4,1976,14.1789999,28.0286999,2.8489001,116.4000015,2.6517620,3.3332291,1.0469329,4.7570324,358,1982,52, , , , , , , ,1,0,0,0,0,0,0,0,0 
4,1977,14.2240000,24.2376003,2.6787000,115.6999969,2.6549306,3.1879051,.9853316,4.7510004,359,1976,52,2.6517620, ,3.3332291,1.0469329, ,4.7570324, ,0,1,0,0,0,0,0,0,0 
4,1978,13.9650002,22.3225994,2.5451000,112.8000031,2.6365542,3.1055996,.9341699,4.7256165,360,1977,52,2.6549306,2.6517620,3.1879051,.9853316,1.0469329,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0 
4,1979,13.6149998,22.2789993,2.5402000,108.9000015,2.6111722,3.1036446,.9322428,4.6904302,361,1978,52,2.6365542,2.6549306,3.1055996,.9341699,.9853316,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0 
4,1980,12.3290005,21.6679001,2.2657001,100,2.5119543,3.0758319,.8178838,4.6051702,362,1979,52,2.6111722,2.6365542,3.1036446,.9322428,.9341699,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0 
4,1981,10.5050001,22.2033997,2.4591000,89.1999969,2.3518515,3.1002455,.8997954,4.4908810,363,1980,52,2.5119543,2.6111722,3.0758319,.8178838,.9322428,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0 
4,1982,10.9729996,21.6406994,2.6401000,90.5000000,2.3954377,3.0745757,.9708168,4.5053496,364,1981,52,2.3518515,2.5119543,3.1002455,.8997954,.8178838,4.4908810,4.6051702,0,0,0,0,0,0,1,0,0 
4,1977,6.8779998,26.0231991,1.0358000,116.2249985,1.9283279,3.2589884,.0351741,4.7555280,365,1982,53, , , , , , , ,0,1,0,0,0,0,0,0,0 
4,1978,6.9470000,22.3729000,1.0567000,114.9749985,1.9383099,3.1078503,.0551508,4.7447147,366,1977,53,1.9283279, ,3.2589884,.0351741, ,4.7555280, ,0,0,1,0,0,0,0,0,0 
4,1979,6.8950000,22.1865997,1.0333000,111.8249969,1.9307965,3.0994885,.0327576,4.7169352,367,1978,53,1.9383099,1.9283279,3.1078503,.0551508,.0351741,4.7447147,4.7555280,0,0,0,1,0,0,0,0,0 
4,1980,6.5860000,21.4468002,1.0466000,106.6750031,1.8849462,3.0655754,.0455468,4.6697869,368,1979,53,1.9307965,1.9383099,3.0994885,.0327576,.0551508,4.7169352,4.7447147,0,0,0,0,1,0,0,0,0 
4,1981,5.6190000,21.7560005,.9246000,97.3000031,1.7261537,3.0798895,-.0783941,4.5777988,369,1980,53,1.8849462,1.9307965,3.0655754,.0455468,.0327576,4.6697869,4.7169352,0,0,0,0,0,1,0,0,0 
4,1982,4.6849999,23.0118999,.8291000,89.5250015,1.5443659,3.1360114,-.1874145,4.4945178,370,1981,53,1.7261537,1.8849462,3.0798895,-.0783941,.0455468,4.5777988,4.6697869,0,0,0,0,0,0,1,0,0 
4,1983,4.4920001,25.4869003,.7839000,89.5999985,1.5022981,3.2381647,-.2434738,4.4953551,371,1982,53,1.5443659,1.7261537,3.1360114,-.1874145,-.0783941,4.4945178,4.5777988,0,0,0,0,0,0,0,1,0 
1,1977,3.8020000,23.7966003,.5419000,127.1640015,1.3355273,3.1695428,-.6126738,4.8454776,372,1983,54, , , , , , , ,0,1,0,0,0,0,0,0,0 
1,1978,4.1090002,22.6648998,.5817000,127.3865967,1.4131798,3.1208174,-.5418004,4.8472266,373,1977,54,1.3355273, ,3.1695428,-.6126738, ,4.8454776, ,0,0,1,0,0,0,0,0,0 
1,1979,4.2110000,23.0489998,.6307000,124.6424026,1.4377002,3.1376224,-.4609250,4.8254490,374,1978,54,1.4131798,1.3355273,3.1208174,-.5418004,-.6126738,4.8472266,4.8454776,0,0,0,1,0,0,0,0,0 
1,1980,4.1560001,24.8700008,.6429000,118.9132004,1.4245532,3.2136624,-.4417661,4.7783937,375,1979,54,1.4377002,1.4131798,3.1376224,-.4609250,-.5418004,4.8254490,4.8472266,0,0,0,0,1,0,0,0,0 
1,1981,3.7590001,22.7145996,.5881000,99.3575974,1.3241529,3.1230078,-.5308583,4.5987253,376,1980,54,1.4245532,1.4377002,3.2136624,-.4417661,-.4609250,4.7783937,4.8254490,0,0,0,0,0,1,0,0,0 
1,1982,3.0530000,26.2784004,.4877000,97.2427979,1.1161247,3.2687473,-.7180548,4.5772109,377,1981,54,1.3241529,1.4245532,3.1230078,-.5308583,-.4417661,4.5987253,4.7783937,0,0,0,0,0,0,1,0,0 
1,1983,2.6359999,27.3659000,.4186000,97.1943970,.9692626,3.3092978,-.8708395,4.5767131,378,1982,54,1.1161247,1.3241529,3.2687473,-.7180548,-.5308583,4.5772109,4.5987253,0,0,0,0,0,0,0,1,0 
4,1976,5.4819999,35.8288994,.1852000,116.4000015,1.7014700,3.5787549,-1.6863189,4.7570324,379,1983,55, , , , , , , ,1,0,0,0,0,0,0,0,0 
4,1977,6.5279999,33.7450981,.2395000,115.6999969,1.8761005,3.5188351,-1.4292018,4.7510004,380,1976,55,1.7014700, ,3.5787549,-1.6863189, ,4.7570324, ,0,1,0,0,0,0,0,0,0 
